uuid,full_name,email,phone_number,address,date_of_birth,ip_address,sensitive_notes,user_preferences,account_status,last_login_date,signup_date,profile_completion_score,preferred_language,marketing_consent
085883c6-8310-44f7-94ae-f923f6856816,Gust Green,florida@example.com,1-710-141-0840 x11304,porro sit atque sit.,1978-02-21,105.142.225.185,repurpose back-end synergies,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-06-30,2024-01-30,92,de,false
9f5eec15-0096-4048-91ac-8407cbb515fb,Darrel Von,seth@example.com,108.073.2995 x360,nihil et et repellendus.,2001-05-16,27.86.27.66,generate 24/7 systems,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-11,2023-04-06,63,en,true
9acc3723-d01e-43c4-b9d3-223ade6ca97d,Domenica Friesen,russell@example.org,1-132-873-7370 x67590,ipsum dolores voluptas.,1986-11-22,233.77.111.111,monetize collaborative infrastructures,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-03-25,2011-01-15,44,de,true
c64530e0-c3f1-4ee9-bfe7-8ec3ba097690,Krystina McClure,obie@example.org,(226) 253-0950 x32533,dolores possimus vero distinctio.,1964-12-20,190.45.92.18,redefine out-of-the-box networks,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-03-14,2001-10-17,23,pt,true
84fad86b-61b3-4266-9752-27b0b266e4c8,Katarina Hayes,delphia@example.net,(995) 804-7909 x6073,ea sed ut.,2006-06-06,159.204.185.162,utilize compelling deliverables,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-11-18,2024-01-30,56,de,true
f6b1ceb5-55f2-4786-948d-efe4e9299152,Piper Kautzer,mae@example.com,671.856.6787,labore et officia et.,1948-08-22,128.11.128.15,engineer B2B infomediaries,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-01-21,2022-09-07,99,pt,true
edb448b5-073e-4f01-9d50-1881eb53126a,Jerome Boyer,onie@example.org,701-324-0897,quia aut repellat est.,1952-09-28,126.190.41.87,brand next-generation solutions,"{""theme"": ""dark"", ""notifications"": true}",active,2025-05-17,2008-09-25,83,fr,true
906825d5-4aec-40f6-b800-c52173160526,Zoey Dooley,chaim@example.com,306.979.3032,ducimus officiis consequatur voluptate.,1974-06-15,12.71.116.35,exploit next-generation niches,"{""theme"": ""dark"", ""notifications"": true}",active,2024-09-26,2001-01-20,39,ja,false
4af8aec7-9185-4247-8ff8-3616caacb9c1,Nathan Labadie,clemens@example.net,405-967-9199 x5038,ipsa nihil quibusdam quia.,1972-10-27,233.156.32.208,evolve synergistic e-services,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-09-04,1992-04-16,45,ja,false
dd4df421-bea9-434e-a9f7-45511d7b2d22,Jaycee Kutch,hazel@example.org,1-664-491-0594,illo ad aut.,1978-06-03,136.8.89.254,disintermediate B2B synergies,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-06-16,2012-09-15,79,es,true
c7e88750-d42c-4ddd-965e-da3d29dac2ee,Myles Stanton,betsy@example.org,1-726-210-1383 x23925,porro et praesentium neque.,1945-10-21,87.151.165.100,transition value-added methodologies,"{""theme"": ""light"", ""notifications"": true}",active,2024-07-30,2002-10-02,23,ja,true
9acbe5fb-860f-45f7-b31f-3d6ceb8275f0,Shea Howell,jett@example.org,1-649-918-2075 x9027,cum perspiciatis aut.,1979-07-13,48.74.255.188,extend cutting-edge interfaces,"{""theme"": ""dark"", ""notifications"": true}",active,2024-12-30,1998-01-18,99,fr,false
e7b67c2d-7090-42c6-a39f-d7eb59059db4,Rocio Rippin,electa@example.org,417.747.4576,laborum minima voluptatem.,1947-04-14,190.30.237.82,brand B2B partnerships,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-05-23,1983-07-30,49,fr,false
c8541480-14d3-49e0-a562-8fc347fa5fcf,Yasmin Toy,barney@example.com,1-152-112-7035 x1890,reiciendis fuga molestias ea.,2004-07-11,199.7.231.184,enhance virtual functionalities,"{""theme"": ""light"", ""notifications"": true}",active,2025-01-16,2018-02-24,30,de,true
efd56fd7-9f50-4800-8fff-4f35232e013e,Geovany Becker,william@example.org,665-927-2550,laborum non at corrupti.,1960-06-25,225.167.148.124,harness one-to-one synergies,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-05-08,1980-12-29,100,ja,false
955282fe-186f-48f6-af88-97156f1ffa14,Chet Ullrich,stuart@example.com,755-612-1737 x49400,sunt enim provident.,2003-09-01,166.81.120.141,morph distributed convergence,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-27,2019-05-30,87,en,false
ef65e821-13a7-42ad-aae6-10c6a4403b54,Elody Zieme,heber@example.org,246.673.1242 x96273,alias molestiae modi.,1976-12-26,18.191.83.219,generate killer action-items,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2024-10-10,2013-04-29,93,fr,false
8e61b171-04b8-4cb2-82b5-31722da2f26c,Adriana Goyette,oliver@example.net,(299) 243-5655 x33554,nemo eligendi eum.,2003-02-11,222.235.7.46,whiteboard e-business portals,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-11-23,2021-03-23,92,es,true
aa01f930-c1dc-4751-a4d4-69f2470f4118,Erika Dare,winona@example.net,1-676-185-2704,suscipit explicabo aut debitis.,2002-11-04,233.108.58.79,repurpose B2B metrics,"{""theme"": ""dark"", ""notifications"": false}",active,2024-11-04,2021-05-15,66,en,false
e617e2a1-7b15-449f-9852-b5c69489ef66,Sally Mertz,georgette@example.net,172-242-9824 x06533,omnis incidunt ea adipisci.,1986-10-03,12.22.146.55,deliver wireless supply-chains,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-11-08,2002-09-23,67,en,true
fb12a470-0605-4b45-8b26-8eb1e6ac8bdb,Providenci Macejkovic,dillan@example.com,(364) 406-9294 x887,enim voluptatem blanditiis velit.,2002-04-28,162.213.213.225,incubate leading-edge users,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-08-23,2024-06-04,43,pt,true
83160d4a-b31e-4f16-b74c-4a0df495442f,Jenifer Hilll,jennings@example.net,1-283-456-6543 x113,tempore exercitationem iusto.,1951-06-16,196.179.253.125,streamline seamless infrastructures,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2025-01-04,2002-02-17,73,fr,true
38d7ab64-611d-48d4-bc4c-1c2615ad2a49,Eddie Rogahn,august@example.net,1-132-320-2449,aut consequatur est.,1983-11-02,81.80.69.140,leverage extensible users,"{""theme"": ""dark"", ""notifications"": false}",active,2025-05-24,2015-07-28,69,es,true
cd397bbd-f611-4045-b713-ed99df64ae78,Harvey Muller,walton@example.net,1-278-740-9733 x93529,nulla excepturi illum.,1966-08-10,203.64.96.245,deliver collaborative deliverables,"{""theme"": ""dark"", ""notifications"": false}",suspended,2025-05-15,2011-09-01,52,de,true
ebc75a13-3a0d-49ac-9c39-4b7b4661c826,Casimir Fay,name@example.org,1-359-557-0585,eius ad ipsam blanditiis.,1952-09-13,167.34.60.193,exploit magnetic supply-chains,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-04-25,2005-07-22,57,pt,true
dce9f7f5-0702-4749-90d9-851ab0b2ac43,Skyla Botsford,armando@example.net,851.894.4158 x8290,at ex repellendus.,1986-02-16,58.116.234.121,seize customized supply-chains,"{""theme"": ""dark"", ""notifications"": false}",active,2024-08-12,2019-10-06,42,de,true
ea59870e-6010-47bd-9fca-580ea4bc7e6b,Jana McDermott,verna@example.net,1-999-804-1891,delectus impedit facere.,2006-02-20,136.170.120.22,target global solutions,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-01-07,2021-12-18,98,es,true
bd0a7e8b-bea5-4966-b430-74d9d3177384,Orin Daugherty,kiera@example.org,875.352.1090 x9143,hic aspernatur excepturi.,1989-08-11,91.165.82.57,syndicate ubiquitous e-markets,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-08-27,2015-05-11,94,en,true
21f73ce7-0bd0-4d56-8e40-6fc990cd53e9,Jacinto Leuschke,angelita@example.org,204-096-5840 x027,et est ea libero.,1990-05-17,184.111.46.226,embrace plug-and-play content,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-19,2014-10-25,51,fr,true
e529b774-fe41-416b-97fb-94722c0cbdb3,Percy Barrows,rossie@example.com,764-964-4842 x0177,omnis iste corporis.,1959-03-13,246.169.203.75,aggregate 24/365 e-services,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-09-29,1998-11-01,48,es,true
5fd3e337-46c7-4c66-9b5e-7636dbf7aa17,Macie Kohler,lucas@example.com,815.560.0152 x099,placeat suscipit non.,1964-04-28,33.87.2.44,aggregate ubiquitous channels,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2025-05-11,1991-01-23,86,en,false
db8cd918-ac77-465f-ae9a-9e569c2ee922,Camylle Kilback,jerome@example.com,1-726-890-4683 x7516,nostrum molestiae autem.,1992-11-15,67.152.23.11,seize strategic e-commerce,"{""theme"": ""dark"", ""notifications"": true}",active,2024-09-25,2008-08-25,56,de,true
4e4f6dfe-05fd-4879-bff6-780c2e1b8383,Dallin Heller,dillan@example.net,696.905.3580 x5583,eligendi dolor dolor suscipit.,2000-07-27,174.55.21.134,extend cross-platform applications,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-12-12,2017-01-08,45,ja,false
2fea7e6b-c592-40da-8c1c-f8d510298658,Clifford Hettinger,gavin@example.org,500-667-8156 x71441,impedit dolor aperiam sed.,1959-01-04,171.151.132.79,whiteboard web-enabled web-readiness,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-02-28,2015-01-17,81,pt,true
2d72b698-3206-451e-b563-8700293f78af,Aaliyah Paucek,steve@example.org,(687) 134-2665 x23986,voluptas distinctio possimus consequatur.,1999-04-12,195.117.68.37,target magnetic applications,"{""theme"": ""light"", ""notifications"": false}",active,2024-07-28,2016-12-21,55,es,true
bf7aa467-1c8c-4736-aefa-c1f519d227ff,Dulce Lind,shanie@example.org,203-260-3137 x880,omnis veritatis magni inventore.,1948-05-04,59.254.120.184,enable one-to-one e-tailers,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-10-28,1970-10-27,69,ja,true
68861ffc-4b3e-4cac-841e-99afea24aec0,Kadin Dooley,earnestine@example.com,(861) 480-2523 x728,similique molestiae odit amet.,1964-03-20,24.102.25.206,reinvent user-centric web services,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-09-24,2020-05-15,49,pt,false
7b500caf-8b44-432c-b340-5173f839a58f,Filiberto Deckow,maxine@example.com,1-515-430-8580 x246,id est nostrum dolores.,1964-05-19,181.140.103.118,syndicate e-business eyeballs,"{""theme"": ""dark"", ""notifications"": true}",active,2025-03-29,2020-04-07,60,pt,false
d3797077-2358-480d-936f-ac1ca7663de2,Dwight Heathcote,harvey@example.net,700.700.0865 x588,corporis quia ullam.,1947-01-03,173.116.71.206,disintermediate e-business networks,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-06-11,1985-08-13,49,ja,false
65ec07f2-8997-4f19-b336-e0d362038e58,Felicita Deckow,coty@example.org,105.972.7179 x815,et vero magni.,1971-05-20,249.121.94.1,enhance real-time action-items,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-10-14,2006-01-27,62,fr,true
2a516012-48a3-4f22-80ae-772c18ba7b04,Name Witting,elliott@example.net,1-164-327-9252,repellat vel odit dolorem.,2003-02-17,218.153.89.79,empower one-to-one platforms,"{""theme"": ""light"", ""notifications"": true}",active,2025-01-13,2017-12-28,76,de,false
5f1bfd1b-8a41-493f-beda-c49662242029,Lucius Tillman,arlie@example.net,868-923-9241,expedita laboriosam tempora aspernatur.,1949-07-16,223.58.0.44,facilitate compelling functionalities,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-11-17,1987-05-25,73,en,true
48a97a00-344a-4e77-abf8-9d5fb59eed2c,Hunter Powlowski,ellsworth@example.com,1-236-530-2233 x647,placeat corrupti nam veritatis.,1974-03-04,108.11.53.7,synthesize strategic interfaces,"{""theme"": ""dark"", ""notifications"": false}",active,2024-09-28,1999-01-13,88,fr,true
1ab6b198-751f-4cbf-a830-c3c0a8559b75,London Hilpert,gabriella@example.com,538.625.5980 x6301,qui debitis ut qui.,1988-04-05,128.91.194.44,orchestrate synergistic solutions,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-10-18,2016-03-26,51,ja,true
93d6de98-7b66-4460-83a7-4c584f9e5460,Kristian D'Amore,ethelyn@example.net,871.928.7417 x563,est deserunt ipsam illum.,1975-10-21,206.21.190.77,redefine interactive architectures,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-12-25,2017-03-02,47,pt,true
0f011b1e-74c9-4297-b3c4-fda2600b4d2c,Damaris Streich,sam@example.com,(689) 517-6400,placeat explicabo dolorem.,1986-10-24,227.139.165.80,matrix web-enabled platforms,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2025-01-24,2005-04-27,58,pt,true
258b227f-f9af-4e0e-a2cf-7acca676aab0,Bryana Haag,dorothea@example.net,(106) 674-8275 x4658,minus qui quae et.,1981-12-03,42.88.23.71,empower bleeding-edge ROI,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-22,2016-10-06,47,es,false
98ab7ffc-f73b-4d9a-97e2-316e47054e59,Clement Casper,travis@example.org,716.563.8021 x23763,quisquam eum ab.,1983-12-01,38.223.213.54,transform distributed users,"{""theme"": ""dark"", ""notifications"": false}",inactive,2024-07-09,2022-12-31,78,pt,false
bdb69b00-1c11-4013-801c-fcce87e06752,Rowland Schultz,vita@example.org,1-512-599-8290 x49976,eligendi ea vel.,1955-09-28,54.103.175.65,enable viral systems,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-07-13,2023-01-03,28,es,false
78020ebd-4b18-4442-90f4-b5947298dd48,Kaitlyn Windler,nathanial@example.org,1-306-994-2281 x8272,mollitia dolore ut.,1959-08-25,32.182.21.192,enable efficient models,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-12-21,1994-01-28,83,es,true
7c14e4f5-efb1-4168-af87-5ddb82a08857,Myrna Harvey,celine@example.org,476-630-7633 x92969,qui ut labore ut.,2007-09-01,65.35.234.244,embrace B2B portals,"{""theme"": ""light"", ""notifications"": false}",inactive,2025-03-07,2024-05-14,67,ja,true
4e1f61ce-5993-416a-ba2b-f8321f1d3d62,Arvid Kunze,teresa@example.org,1-472-344-3981 x3608,laborum labore maxime.,1973-08-13,53.28.106.115,drive B2C portals,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-12-25,1999-02-05,79,fr,true
83c1c37e-6b76-4a3c-874c-6fdc9eddf3b0,Pinkie Nolan,lenora@example.com,711.464.7160 x47720,ut ab totam.,1983-04-11,235.142.69.233,matrix cutting-edge infrastructures,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-03-31,2012-02-07,94,pt,true
b5ac3df0-3a16-4f6b-8ab4-4c0c283e0359,Lupe Macejkovic,vickie@example.com,640-053-3411 x629,molestiae ducimus non.,1990-06-16,104.78.180.104,incentivize cutting-edge supply-chains,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-10-06,2017-07-10,67,en,true
88522836-94ec-4f89-bb45-321f1300862c,Rick Nader,josefina@example.org,667.498.1838 x7193,velit ullam sunt.,1972-08-12,76.142.243.13,drive turn-key users,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-04-21,1996-02-08,78,de,true
200af1ec-0dc5-4692-82f7-042766d2d9d8,Rey Stark,elnora@example.org,657-285-3887 x368,distinctio aspernatur perspiciatis id.,1958-03-22,90.192.122.3,streamline end-to-end systems,"{""theme"": ""dark"", ""notifications"": false}",inactive,2025-05-19,1991-05-14,52,pt,true
70ea1f97-31ab-4deb-9b85-4dbca2f67f6c,Rozella Satterfield,savion@example.org,270-459-2539 x6122,aut sunt repellat voluptate.,1992-06-16,20.106.157.41,visualize B2C experiences,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-09-26,2011-04-07,36,fr,false
51d670ad-7fea-4ae7-a8ac-e445bbed9736,Osborne Ankunding,wilbert@example.com,(372) 053-0375 x9785,officia sit ea.,1994-08-06,123.26.3.11,engage impactful e-services,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-04-14,2012-11-09,30,pt,false
d3376925-d287-4564-ac59-892a862e9586,Kaelyn Kertzmann,dario@example.net,701-070-4057 x3086,et minus temporibus est.,1990-10-20,151.0.153.66,recontextualize cross-platform niches,"{""theme"": ""light"", ""notifications"": true}",active,2025-03-28,2006-08-22,36,en,true
4c88822e-ddaf-45fb-9509-fc519e768f03,Monica Stamm,myah@example.net,(997) 106-3253 x33315,nobis eligendi adipisci quibusdam.,1960-09-05,124.12.245.178,enable vertical relationships,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-09-05,1991-05-31,77,fr,true
a1db3ba9-89a6-4d47-bb62-a8b0537d2239,Vada Kihn,casey@example.net,(412) 430-1605 x235,quae cupiditate molestiae.,1949-11-27,13.15.169.29,incentivize intuitive functionalities,"{""theme"": ""dark"", ""notifications"": true}",active,2024-08-11,1984-08-16,36,es,true
d3fb8b96-6b31-4dd4-aa80-b45c997bedda,Edward Strosin,lauriane@example.org,1-552-898-3938 x7938,itaque assumenda laborum aspernatur.,1950-07-21,76.15.225.159,streamline distributed relationships,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-09-05,1992-02-04,27,pt,true
9d0bba1f-7c4c-4394-8887-ec7e79d46df8,Darrell Hills,jeanne@example.net,(801) 847-4925 x44188,enim vitae fugiat.,1974-06-18,209.231.242.13,incubate ubiquitous functionalities,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-11-26,2003-08-21,73,es,true
24f8de4a-38c7-4496-a922-e60354842d36,Sydnie Schamberger,samir@example.net,(131) 654-5989 x00476,asperiores voluptatibus et.,2005-08-21,77.11.6.151,repurpose transparent content,"{""theme"": ""light"", ""notifications"": false}",active,2024-06-09,2024-01-10,22,pt,false
1c4f79ba-7b0a-430a-94e6-ac9139260472,Amanda Gulgowski,jace@example.net,1-133-679-3953 x5404,aspernatur impedit optio.,1996-10-20,73.200.75.45,grow distributed web services,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-07-17,2016-12-02,92,es,false
ad3fb36d-bf35-46e1-b910-4aedc6e02c09,Madonna McGlynn,virgie@example.com,888-498-8058 x35481,aut nesciunt officia nihil.,1974-08-18,222.24.164.232,target seamless initiatives,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-04-01,2022-06-16,94,pt,false
66743fc8-2163-479b-977a-6f2d467a88bd,Madaline Farrell,winifred@example.com,935-224-9838 x785,consequatur ipsum rem.,1968-03-22,52.1.187.0,extend 24/365 applications,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-10-08,1998-01-17,61,de,false
9fad94c2-671d-4c41-8616-f6650c9e61c8,Katelynn Effertz,lowell@example.net,704.055.3627 x885,quae numquam et.,1959-02-14,203.239.212.117,aggregate e-business markets,"{""theme"": ""dark"", ""notifications"": true}",active,2024-06-17,2012-08-04,69,es,true
4161ba1c-a511-4ebc-9b41-0644ae1f711d,Hector O'Hara,kendra@example.com,1-495-512-2185 x5385,et ad animi.,1947-03-13,241.173.190.84,harness rich experiences,"{""theme"": ""dark"", ""notifications"": false}",suspended,2025-01-07,2003-05-07,29,fr,true
f714aa57-b5cc-4064-a888-ac4d52b325c0,Elise Stoltenberg,alycia@example.org,(594) 033-4735 x16510,error ea nihil.,1983-04-06,254.222.82.19,enable impactful solutions,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2024-08-31,2010-09-24,41,ja,true
c5321fb7-fdd6-4595-87cf-570391ca7636,Verlie Gleason,earl@example.org,828.066.4519 x3136,nostrum eaque corporis consequatur.,1962-04-13,255.156.45.33,orchestrate open-source e-tailers,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-08-19,2017-09-28,100,fr,false
a6c54368-dc0c-477a-a01c-4841191c4738,Katharina Jacobson,aurelie@example.net,1-963-677-7870 x177,numquam odit atque nisi.,1973-10-27,118.16.87.41,recontextualize scalable models,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-08-22,2020-10-07,27,de,false
01410235-42a7-49e8-b7b8-bba9fd00b2a1,Margarette Feeney,william@example.com,722-712-8428 x9674,fuga cupiditate animi dolorum.,1951-07-09,200.90.157.153,enable clicks-and-mortar partnerships,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-05-07,1984-08-04,42,fr,true
e949e54b-6f2b-4346-8215-355d65afede8,Nicholaus McClure,marquise@example.org,(318) 317-4139 x50431,quod mollitia eligendi adipisci.,2000-08-09,180.55.132.136,utilize cutting-edge ROI,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-01,2015-09-22,32,es,true
27e8c222-1ec4-42b4-b5e9-86834dd0fdf7,Oleta Wisoky,peter@example.net,1-533-301-6360 x27804,rerum et molestiae.,1992-06-02,118.0.191.157,revolutionize synergistic supply-chains,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-10-14,2020-09-30,51,de,true
15f1fc4c-4647-4e6f-ae20-2f494c423390,Markus Ward,jewel@example.com,1-594-879-8588 x38382,rem architecto nihil dolorum.,1948-10-10,31.247.103.231,deploy cross-media e-tailers,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-11-18,2002-03-06,99,pt,false
a0ba67cc-fecb-40b4-b288-785e77d0160f,Modesta Gleichner,alexys@example.org,(352) 384-4128 x111,molestias temporibus odio culpa.,1960-03-02,159.117.83.219,mesh next-generation web services,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-05-08,2022-11-04,83,es,true
5482f939-51c6-4da2-a2fc-d5820fdc79aa,Jannie Langworth,claire@example.com,111.300.6426,corporis id in nostrum.,2003-12-19,67.158.60.32,revolutionize out-of-the-box infomediaries,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-06-03,2023-10-06,56,es,true
bdbfe1c5-c5ce-47e2-8af2-db3c951efa58,Euna Wyman,glenda@example.net,1-273-838-6793,possimus et fugiat maiores.,2003-07-02,192.241.65.78,generate real-time solutions,"{""theme"": ""light"", ""notifications"": true}",active,2025-05-14,2016-09-18,91,pt,false
30b775fa-acd6-43fc-aa20-1b604f503756,Agustin Hyatt,maxime@example.net,500-372-6454 x1993,nisi placeat quidem.,1991-07-24,105.6.45.108,architect integrated e-business,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-08-24,2018-04-10,74,pt,true
a7a3e300-f44a-4d48-a1b5-0a7db6323f85,Orpha Shields,reynold@example.net,1-357-239-0986 x2738,ut mollitia excepturi illo.,2000-03-26,241.86.132.208,optimize end-to-end channels,"{""theme"": ""dark"", ""notifications"": false}",active,2025-01-09,2021-08-10,30,de,false
ac3559e2-36d8-4ff1-9ffe-b9329c88fc58,Josefina Wisoky,torrance@example.net,487-828-8525 x08194,similique molestias quas.,2000-03-10,210.123.88.166,scale enterprise e-services,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-06-07,2018-03-02,34,en,true
902990ec-9a28-4a12-94b9-f35b40bd7ed6,Nels Vandervort,lon@example.org,(516) 288-7245 x22598,itaque soluta dolorum.,1970-01-21,48.203.242.196,utilize leading-edge channels,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-01-17,1992-12-02,32,pt,true
41055ca0-950b-4a82-aa88-37605cf530a6,Modesta Kihn,lelia@example.com,760-370-2545 x1767,assumenda autem sint ut.,1958-11-09,183.101.117.9,aggregate back-end synergies,"{""theme"": ""dark"", ""notifications"": false}",active,2024-11-06,1978-07-23,44,ja,false
fff904d6-c143-4fbe-a6e6-4b1caa86d4cb,Eleazar Lowe,euna@example.com,161.882.0236 x0653,aut ducimus expedita sint.,1983-11-23,10.241.230.251,streamline dot-com vortals,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-10-28,1998-03-26,93,de,true
15e3aba9-70a6-42d1-875c-f2c6e888d6cb,Dena Conn,rick@example.com,(757) 602-8781 x94732,autem nesciunt dicta.,1963-10-27,224.192.71.165,morph scalable users,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-06-05,1985-07-11,82,fr,true
47714c65-d5db-444b-ae09-170e95d87237,Elyssa Kreiger,alan@example.com,1-465-280-5724,omnis magnam rerum.,1966-07-09,102.251.49.170,syndicate enterprise bandwidth,"{""theme"": ""dark"", ""notifications"": false}",inactive,2024-08-11,2003-06-22,30,ja,true
f1c2cf9e-dc08-4101-b968-5967067cd7e5,Lavada Boyer,buford@example.net,189.067.1706 x3511,unde optio consequatur aut.,1986-02-14,53.234.12.241,strategize compelling relationships,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-07-20,2014-01-11,48,de,false
f47de4b3-51a9-4e85-b702-88efbc091749,Janice Berge,ansley@example.org,600.942.6977 x7448,placeat saepe deserunt voluptate.,2003-09-12,102.244.19.63,iterate value-added solutions,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-09-16,2017-09-26,57,es,true
2cdd1ab9-d3a0-44c6-87f2-8965cc15e470,Vivianne Towne,chris@example.net,969.463.7115 x23163,et culpa fugiat et.,2000-02-01,82.200.62.124,transition ubiquitous solutions,"{""theme"": ""dark"", ""notifications"": true}",active,2025-01-03,2013-03-20,64,pt,false
61a05960-3232-43eb-b258-90a86aa49277,Roscoe Davis,christa@example.org,1-131-759-7436 x023,enim dicta recusandae.,1992-10-08,32.89.252.63,exploit 24/365 niches,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-08-30,2023-05-19,29,en,true
85138084-c1e6-41a6-b2e9-a4978d91698c,Verlie Lubowitz,erik@example.com,679.581.5991 x78365,saepe sapiente blanditiis.,1980-06-23,129.135.102.186,monetize sexy experiences,"{""theme"": ""light"", ""notifications"": true}",active,2024-12-11,2014-07-10,59,de,true
d653d395-dec8-47bf-aa2b-8fc87bf10ba7,Drake Konopelski,ottilie@example.com,(729) 226-7884 x761,amet fugit veritatis possimus.,1947-01-15,40.107.208.107,whiteboard granular infomediaries,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-05-15,1991-05-31,32,es,true
bd15d77b-9224-4bde-bd7b-2e85c0aa922a,Janis Nienow,abdullah@example.net,(836) 554-0244 x4412,maiores consequatur voluptatibus veritatis.,1966-04-21,214.189.128.247,matrix interactive platforms,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-11-02,2014-03-08,33,en,false
62aa7baf-42ba-41a5-abab-9db0d9d8de1c,Marian Feil,oda@example.org,(943) 118-8707 x95996,delectus veritatis aut.,1973-03-23,116.125.159.228,whiteboard web-enabled models,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-04,1993-04-12,34,de,false
dc999fd0-6a5e-4dda-a4f9-4b7df963b8a1,Leonie Herzog,julius@example.net,1-282-370-4847,aut corporis est.,1976-12-03,102.224.170.174,facilitate efficient platforms,"{""theme"": ""dark"", ""notifications"": false}",active,2025-04-12,1998-08-03,84,es,true
dd8114c1-7083-4d4d-8708-cf1f7f9be465,Keith Conn,dawson@example.com,(227) 673-6731 x05155,nobis autem et rerum.,1965-03-02,143.70.180.44,benchmark dynamic ROI,"{""theme"": ""light"", ""notifications"": false}",active,2024-07-12,1999-10-01,33,es,false
cdafa8cd-6f80-432d-9010-96ffd609b8b4,Shaun Kris,caroline@example.com,722-237-0677,a est at.,1947-11-21,211.212.139.82,synergize wireless technologies,"{""theme"": ""dark"", ""notifications"": true}",active,2024-11-30,2010-12-01,65,fr,false
c0a95258-e5be-4b28-837d-505b810a00fa,Haskell Conroy,gerry@example.net,1-216-418-5457,voluptates sapiente iste.,2001-11-19,239.29.80.183,repurpose visionary infomediaries,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-02-11,2021-10-04,75,en,false
